ndvi_past,ndvi_recent
-0.10370370331961591,-0.36410418759760943
-0.10370370331961591,-0.24702639131592158
-0.10861423180294295,-0.21072549034826382
-0.1094339618511926,-0.40845139769067207
-0.11194029808977501,-0.3914988015526591
-0.11029411724156575,-0.21623367222444517
-0.10780669104904576,-0.39689636689436714
-0.1094339618511926,-0.2815111725523518
-0.11278195446322574,-0.3635202676431381
-0.11278195446322574,-0.3466702371916071
-0.1094339618511926,-0.31821468462894376
-0.09022556357058059,-0.36120147195002367
-0.06349206324011086,-0.32016437444263096
-0.03846153827662722,-0.3248016846521852
-0.010752688114232859,-0.13808994476987024
0.02127659563150747,-0.23224367642853322
0.02127659563150747,-0.22160242160097499
0.031578947202216066,-0.14668823496037486
0.04347826063327032,-0.18149586165153905
0.043956043714527236,-0.07235223933548918
0.043956043714527236,-0.1952927077719402
0.043956043714527236,-0.20337903725689355
0.027322404222281944,-0.18105204024533172
0.02793296073780469,-0.14906513368311936
0.04972375663136046,-0.23958915597417624
0.04972375663136046,-0.0600350768569471
0.02793296073780469,-0.2632620024984891
0.0276243092396447,-0.12865104659448068
0.027322404222281944,-0.15702427825952092
0.022222222098765433,-0.1179544381034085
0.005347593554290943,-0.2601622821764877
-0.005291005263010554,-0.24744816898440064
-0.010526315734072023,-0.13423911464850585
-0.010416666612413195,-0.1472219500088891
-0.025906735617063546,-0.17121411838180794
-0.025906735617063546,-0.1907965001450979
-0.010416666612413195,-0.24914155713515787
-0.010416666612413195,-0.29876596336136046
-0.005291005263010554,-0.26333731625722007
0.0,-0.269437942106831
-0.025906735617063546,-0.16867674864667342
-0.01941747563389575,-0.19473205679379663
-0.042654028233867165,-0.2163570706875349
-0.04433497515105923,-0.24287028227299118
-0.04390243881023201,-0.23325391422262529
-0.04433497515105923,-0.15073594406310487
-0.0547263678869335,-0.33847744951665704
-0.05583756316833725,-0.2929902374635736
-0.0510204079029571,-0.2968624625728602
-0.0510204079029571,-0.20592439760403386
-0.0653266328375546,-0.33902939756012185
-0.05527638163177698,-0.17035058875707054
-0.02999999985,-0.18335454493266123
-0.0199999999,-0.16397715938542928
-0.004975124353357591,-0.2628984288168791
-0.004975124353357591,-0.2122759771025693
-0.03061224474177426,-0.17075429396240366
-0.030303030149984696,-0.30193866903785016
-0.05583756316833725,-0.15656898981874173
-0.05418719185129462,-0.3434308739605909
-0.06122448948354852,-0.2630140268102983
-0.06249999967447917,-0.2173845964598281
-0.06122448948354852,-0.2294337075202252
-0.061855669784249126,-0.24700412685400708
-0.10370370331961591,-0.3775736856552595
-0.10370370331961591,-0.30012782159889934
-0.10861423180294295,-0.4009851012057156
-0.1094339618511926,-0.266357223468445
-0.11111111069958848,-0.29845146356016383
-0.11029411724156575,-0.23864340929830097
-0.10861423180294295,-0.32379228260637055
-0.1094339618511926,-0.27900458340433903
-0.11278195446322574,-0.4113954281178322
-0.1094339618511926,-0.317440887723844
-0.1094339618511926,-0.3651843288777943
-0.09022556357058059,-0.21651267784901615
-0.06349206324011086,-0.20804384257216657
-0.03846153827662722,-0.15422557092833813
-0.010752688114232859,-0.2745890836481108
0.02127659563150747,-0.10578933466804463
0.02127659563150747,-0.18194863775674236
0.031578947202216066,-0.17909037683858178
0.04864864838568298,-0.07299004126446909
0.043956043714527236,-0.1922051542848393
0.04347826063327032,-0.11798110640644038
0.043956043714527236,-0.24654019550208248
0.027322404222281944,-0.19875739714174676
0.02793296073780469,-0.09888717342823328
0.044444444197530866,-0.19883144453255214
0.044444444197530866,-0.21587218608054642
0.02793296073780469,-0.21462313008062125
0.0276243092396447,-0.25885313864710596
0.027322404222281944,-0.2305966453727497
0.021978021857263618,-0.16940260297423404
0.005347593554290943,-0.15059306382925802
-0.005291005263010554,-0.12117205689664261
-0.010526315734072023,-0.3010357333455677
-0.010416666612413195,-0.22536673383098044
-0.025906735617063546,-0.2255541975080759
-0.025906735617063546,-0.28105372554584457
-0.010416666612413195,-0.23906621827577365
-0.010416666612413195,-0.16452752272387938
-0.005291005263010554,-0.2961199600915152
-0.010416666612413195,-0.19639321646965038
-0.025906735617063546,-0.20645660901251586
-0.01941747563389575,-0.2146618686872694
-0.02857142843537415,-0.1780949539210807
-0.044776119180218316,-0.304289505645876
-0.04433497515105923,-0.2777609841153284
-0.04433497515105923,-0.29201681919144123
-0.0547263678869335,-0.1771086374557954
-0.04568527895591229,-0.23197231506544697
-0.04522613042599934,-0.26935977224138885
-0.04568527895591229,-0.176821398966023
-0.0547263678869335,-0.28764016456877994
-0.05527638163177698,-0.18466728095580376
-0.02999999985,-0.1361027401583807
-0.0199999999,-0.22455404452630207
-0.004975124353357591,-0.20745181938495463
-0.019801980099990197,-0.18385476643451878
-0.02040816316118284,-0.31567199437346233
-0.03061224474177426,-0.2339960131266937
-0.0510204079029571,-0.19677638532386532
-0.05418719185129462,-0.19752879625256722
-0.06122448948354852,-0.18309267210372374
-0.06249999967447917,-0.2600780040768451
-0.06122448948354852,-0.32960977063982955
-0.061855669784249126,-0.21116646286423524
-0.09999999961538462,-0.36344320892098037
-0.10077519340784809,-0.37691476394807427
-0.11026615927655453,-0.27801789382997366
-0.1094339618511926,-0.28774400161963287
-0.10780669104904576,-0.3148916281068245
-0.10218978064894241,-0.39060863101584314
-0.10861423180294295,-0.3102818212478934
-0.1094339618511926,-0.2118918514806667
-0.11026615927655453,-0.31333549055728527
-0.11026615927655453,-0.3730077674323529
-0.10687022859973196,-0.37695101342999093
-0.08045976980666755,-0.334920858886511
-0.06504065014211118,-0.32787943493194865
-0.044776119180218316,-0.30808562420812535
-0.010752688114232859,-0.2296394294226194
0.021505376228465718,-0.18929113197959258
0.02127659563150747,-0.20697094165418958
0.03191489344726121,-0.21011230425254648
0.03225806434269858,-0.192237523400552
0.03225806434269858,-0.2500515819297146
0.04347826063327032,-0.07054410844822456
0.043956043714527236,-0.22176400238027535
0.044444444197530866,-0.09112125044448526
0.04494381997222573,-0.13344758666381423
0.04494381997222573,-0.1438209103450869
0.04545454519628099,-0.16509496310965316
0.0276243092396447,-0.13419423202201541
0.0276243092396447,-0.11159967501422788
0.0276243092396447,-0.26645988793879316
0.02173913031663516,-0.18452690256715043
0.005405405376186998,-0.25611306219053487
0.005347593554290943,-0.12642558979594667
0.0,-0.10891106542717188
0.0,-0.24986363652032556
-0.010416666612413195,-0.2969661977650789
-0.010526315734072023,-0.26375715824413026
-0.010416666612413195,-0.24729000592851466
-0.010416666612413195,-0.2789824646863827
-0.010416666612413195,-0.19545973900350821
-0.010416666612413195,-0.12374058240990268
-0.025906735617063546,-0.14953438787571885
-0.024390243783462225,-0.2334515355170067
-0.02857142843537415,-0.2124803592396864
-0.030303030149984696,-0.1960572249097307
-0.044776119180218316,-0.241667384102311
-0.044776119180218316,-0.22437732312964884
-0.046153845917159764,-0.21257016693124942
-0.04568527895591229,-0.21766257823433333
-0.046153845917159764,-0.2362328620305289
-0.04568527895591229,-0.19308422818755863
-0.044776119180218316,-0.2780804731483524
-0.04522613042599934,-0.2473127156494664
-0.02999999985,-0.1464327256924241
-0.0199999999,-0.1619914026585837
-0.019607843041138023,-0.2659954001951268
-0.01941747563389575,-0.2871440631346557
-0.0256410255095332,-0.20033156761813656
-0.02999999985,-0.22940600759979995
-0.0510204079029571,-0.19056220779477717
-0.0495049502499755,-0.2142740392960513
-0.050505050249974495,-0.24559852254776376
-0.051546391486874274,-0.30628927557190494
-0.06249999967447917,-0.22030809397311835
-0.061855669784249126,-0.16268396430667997
-0.09999999961538462,-0.2681171116092685
-0.09999999961538462,-0.39763578207663686
-0.11111111068539804,-0.2953528490426352
-0.11284046648700208,-0.3495733511113913
-0.10861423180294295,-0.28170055025600765
-0.10294117609212804,-0.38443287089477085
-0.1094339618511926,-0.3450794195864499
-0.10861423180294295,-0.29532251483960187
-0.1094339618511926,-0.3661357875452853
-0.11026615927655453,-0.3006720293182454
-0.09999999961538462,-0.27433710858656835
-0.08108108076802671,-0.3203012967460625
-0.06611570220613346,-0.21735123515450944
-0.04433497515105923,-0.22479286697690054
-0.010638297815753735,-0.26062717250636386
0.02173913031663516,-0.2434989700480676
0.021978021857263618,-0.1283362250498607
0.032608695474952744,-0.1928744610848549
0.03225806434269858,-0.14820402294627522
0.032967032785895425,-0.14932018053280582
0.0276243092396447,-0.1504483610284146
0.044444444197530866,-0.1009086770867516
0.04494381997222573,-0.22761553432360437
0.04545454519628099,-0.06350551976235941
0.046511627636560304,-0.11852042289620243
0.04597701123001718,-0.06327811562199659
0.02793296073780469,-0.19508869547491184
0.02824858741102493,-0.11599843914263869
0.0276243092396447,-0.256317763578556
0.021505376228465718,-0.2152946247062736
0.005405405376186998,-0.2658679788170503
0.005405405376186998,-0.19603302827292662
0.0,-0.23200245964648442
0.0,-0.15606262368203605
-0.010526315734072023,-0.2109598862064357
-0.010526315734072023,-0.1117732152464232
-0.010526315734072023,-0.21202454092897605
-0.010309278297374854,-0.18036611308591727
-0.010416666612413195,-0.1809713364287484
-0.010309278297374854,-0.17316601013967226
-0.0256410255095332,-0.25670118820829957
-0.02415458925529184,-0.2771615262993065
-0.02857142843537415,-0.22068937291308022
-0.02999999985,-0.1316287192869396
-0.04522613042599934,-0.20196934903834493
-0.04522613042599934,-0.27516130448344683
-0.04568527895591229,-0.2054565654422998
-0.04568527895591229,-0.1814145691672921
-0.030927834892124563,-0.31596103713982393
-0.03061224474177426,-0.2366429012295797
-0.030927834892124563,-0.2477892736441437
-0.030927834892124563,-0.2083647990006053
-0.0256410255095332,-0.2448539522348269
-0.02040816316118284,-0.27188719142441975
-0.0199999999,-0.14771241364240553
-0.0199999999,-0.20205056235676272
-0.0256410255095332,-0.18896263424318072
-0.025380710531062382,-0.13343991150651296
-0.035897435713346484,-0.32703437387928747
-0.0495049502499755,-0.317875866527617
-0.0510204079029571,-0.18323076143885936
-0.0510204079029571,-0.28211057006712
-0.061855669784249126,-0.2391493813552344
-0.06122448948354852,-0.2285636893475822
-0.09923664084260825,-0.2115413644967244
-0.09923664084260825,-0.34466564798196087
-0.09999999961538462,-0.21381856590198667
-0.10077519340784809,-0.23142951845636656
-0.10780669104904576,-0.259966218124767
-0.10861423180294295,-0.3449000219428738
-0.10606060565886134,-0.2522165329662901
-0.10861423180294295,-0.3762495309887052
-0.09999999961538462,-0.2664752840669889
-0.09999999961538462,-0.27821760578676075
-0.09923664084260825,-0.35983550622245836
-0.08396946532836082,-0.25472900093687106
-0.05785123943036678,-0.21899491969053037
-0.04390243881023201,-0.33841242682795536
-0.010638297815753735,-0.15675046386373698
0.021978021857263618,-0.1379359436067143
0.02173913031663516,-0.27670814819091805
0.027322404222281944,-0.1344753746000674
0.02173913031663516,-0.20972932482471313
0.027322404222281944,-0.21611019947775167
0.0276243092396447,-0.12125647571648446
0.02793296073780469,-0.15930094780412637
0.02793296073780469,-0.2062127506283457
0.04494381997222573,-0.06190539764210846
0.04545454519628099,-0.06132092844245063
0.04494381997222573,-0.10201204994503874
0.02793296073780469,-0.19128883028573776
0.02824858741102493,-0.19135611502997785
0.021978021857263618,-0.09273906109956086
0.02173913031663516,-0.1418468498365378
0.005405405376186998,-0.16996176969037372
-0.005464480844456389,-0.1434489848111134
0.0,-0.26305673974946936
0.0,-0.15962597253373056
-0.010526315734072023,-0.27365230482037817
-0.010526315734072023,-0.16467487151247598
-0.010526315734072023,-0.23203447472062386
-0.010416666612413195,-0.12288157639035621
-0.010526315734072023,-0.275925937403982
